ID	NAME_PATH	SCORE
1	"Joan_Blondell @starring Convention_City writer Robert_Lord @producer Footlight_Parade starring James_Cagney"	6.488466
2	"Joan_Blondell @starring Convention_City producer Henry_Blanke @producer Come_Fill_the_Cup starring James_Cagney"	6.419892
3	"Joan_Blondell @starring Convention_City producer Henry_Blanke @producer Lady_Killer starring James_Cagney"	6.419892
4	"Joan_Blondell @starring Convention_City producer Henry_Blanke @producer A_Midsummer_Night's_Dream starring James_Cagney"	6.399892
5	"Joan_Blondell @starring Convention_City writer Robert_Lord @producer Taxi! starring James_Cagney"	6.268466
6	"Joan_Blondell @starring Convention_City writer Robert_Lord @writer Winner_Take_All starring James_Cagney"	6.168466
7	"Joan_Blondell @starring The_Public_Enemy basedOn Kubec_Glasmon @writer Taxi! starring James_Cagney"	6.15481
8	"Joan_Blondell @starring The_Public_Enemy writer Kubec_Glasmon @writer Taxi! starring James_Cagney"	6.15481
9	"Joan_Blondell @starring Central_Park musicComposer Ray_Heindorf @musicComposer The_Roaring_Twenties starring James_Cagney"	6.14112
10	"Joan_Blondell @starring Central_Park musicComposer Ray_Heindorf @music The_Roaring_Twenties starring James_Cagney"	6.14112
11	"Joan_Blondell @starring Central_Park music Ray_Heindorf @musicComposer The_Roaring_Twenties starring James_Cagney"	6.14112
12	"Joan_Blondell @starring Central_Park music Ray_Heindorf @music The_Roaring_Twenties starring James_Cagney"	6.14112
13	"Joan_Blondell @starring Big_City_Blues music Ray_Heindorf @music The_Roaring_Twenties starring James_Cagney"	6.14112
14	"Joan_Blondell @starring Central_Park musicComposer Ray_Heindorf @musicComposer Yankee_Doodle_Dandy starring James_Cagney"	6.12112
15	"Joan_Blondell @starring Central_Park musicComposer Ray_Heindorf @music Yankee_Doodle_Dandy starring James_Cagney"	6.12112
16	"Joan_Blondell @starring Central_Park music Ray_Heindorf @musicComposer Yankee_Doodle_Dandy starring James_Cagney"	6.12112
17	"Joan_Blondell @starring Central_Park music Ray_Heindorf @music Yankee_Doodle_Dandy starring James_Cagney"	6.12112
18	"Joan_Blondell @starring Footlight_Parade producer Robert_Lord @producer Taxi! starring James_Cagney"	6.108466
19	"Joan_Blondell @starring Stage_Struck producer Hal_B._Wallis @producer The_Roaring_Twenties starring James_Cagney"	5.977584
20	"Joan_Blondell @starring Stage_Struck musicComposer Heinz_Roemheld @musicComposer The_Roaring_Twenties starring James_Cagney"	5.961378
21	"Joan_Blondell @starring Stage_Struck musicComposer Heinz_Roemheld @music The_Roaring_Twenties starring James_Cagney"	5.961378
22	"Joan_Blondell @starring Stage_Struck music Heinz_Roemheld @musicComposer The_Roaring_Twenties starring James_Cagney"	5.961378
23	"Joan_Blondell @starring Stage_Struck music Heinz_Roemheld @music The_Roaring_Twenties starring James_Cagney"	5.961378
24	"Joan_Blondell @starring Stage_Struck producer Hal_B._Wallis @producer Yankee_Doodle_Dandy starring James_Cagney"	5.957584
25	"Joan_Blondell @starring Stage_Struck musicComposer Heinz_Roemheld @musicComposer Yankee_Doodle_Dandy starring James_Cagney"	5.941378
