ID	NAME_PATH	SCORE
1	"Errol_Flynn @starring The_Adventures_of_Robin_Hood musicComposer Erich_Wolfgang_Korngold @musicComposer Captain_Blood starring Olivia_de_Havilland"	6.7029
2	"Errol_Flynn @starring Captain_Blood musicComposer Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
3	"Errol_Flynn @starring The_Sea_Hawk musicComposer Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
4	"Errol_Flynn @starring The_Adventures_of_Robin_Hood musicComposer Erich_Wolfgang_Korngold @music Captain_Blood starring Olivia_de_Havilland"	6.7029
5	"Errol_Flynn @starring The_Sea_Hawk musicComposer Erich_Wolfgang_Korngold @music The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
6	"Errol_Flynn @starring Captain_Blood musicComposer Erich_Wolfgang_Korngold @music The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
7	"Errol_Flynn @starring Captain_Blood music Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
8	"Errol_Flynn @starring The_Adventures_of_Robin_Hood music Erich_Wolfgang_Korngold @musicComposer Captain_Blood starring Olivia_de_Havilland"	6.7029
9	"Errol_Flynn @starring The_Sea_Hawk music Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
10	"Errol_Flynn @starring The_Adventures_of_Robin_Hood music Erich_Wolfgang_Korngold @music Captain_Blood starring Olivia_de_Havilland"	6.7029
11	"Errol_Flynn @starring Captain_Blood music Erich_Wolfgang_Korngold @music The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
12	"Errol_Flynn @starring The_Sea_Hawk music Erich_Wolfgang_Korngold @music The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.7029
13	"Errol_Flynn @starring The_Prince_and_the_Pauper musicComposer Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.6029
14	"Errol_Flynn @starring The_Prince_and_the_Pauper musicComposer Erich_Wolfgang_Korngold @music The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.6029
15	"Errol_Flynn @starring The_Prince_and_the_Pauper music Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.6029
16	"Errol_Flynn @starring The_Prince_and_the_Pauper music Erich_Wolfgang_Korngold @music The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.6029
17	"Errol_Flynn @starring The_Dawn_Patrol editing Ralph_Dawson @editing The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.590172
18	"Errol_Flynn @starring The_Adventures_of_Robin_Hood musicComposer Erich_Wolfgang_Korngold @musicComposer The_Private_Lives_of_Elizabeth_and_Essex starring Olivia_de_Havilland"	6.5829
19	"Errol_Flynn @starring The_Private_Lives_of_Elizabeth_and_Essex musicComposer Erich_Wolfgang_Korngold @musicComposer The_Adventures_of_Robin_Hood starring Olivia_de_Havilland"	6.5829
20	"Errol_Flynn @starring The_Sea_Hawk musicComposer Erich_Wolfgang_Korngold @music Captain_Blood starring Olivia_de_Havilland"	6.5829
21	"Errol_Flynn @starring The_Adventures_of_Robin_Hood musicComposer Erich_Wolfgang_Korngold @music The_Private_Lives_of_Elizabeth_and_Essex starring Olivia_de_Havilland"	6.5829
