ID	NAME_PATH	SCORE
1	"Cary_Grant @starring Holiday screenplay Donald_Ogden_Stewart @screenplay The_Philadelphia_Story starring Katharine_Hepburn"	7.14876
2	"Cary_Grant @starring The_Philadelphia_Story screenplay Donald_Ogden_Stewart @screenplay Holiday starring Katharine_Hepburn"	7.14876
3	"Cary_Grant @starring The_Philadelphia_Story screenplay Donald_Ogden_Stewart @writer Holiday starring Katharine_Hepburn"	7.14876
4	"Cary_Grant @starring Holiday screenplay Donald_Ogden_Stewart @writer The_Philadelphia_Story starring Katharine_Hepburn"	7.14876
5	"Cary_Grant @starring Holiday writer Donald_Ogden_Stewart @screenplay The_Philadelphia_Story starring Katharine_Hepburn"	7.14876
6	"Cary_Grant @starring The_Philadelphia_Story writer Donald_Ogden_Stewart @screenplay Holiday starring Katharine_Hepburn"	7.14876
7	"Cary_Grant @starring Holiday writer Donald_Ogden_Stewart @writer The_Philadelphia_Story starring Katharine_Hepburn"	7.14876
8	"Cary_Grant @starring The_Philadelphia_Story writer Donald_Ogden_Stewart @writer Holiday starring Katharine_Hepburn"	7.14876
9	"Cary_Grant @starring Holiday director George_Cukor @director Love_Among_the_Ruins starring Katharine_Hepburn"	7.079366
10	"Cary_Grant @starring The_Awful_Truth screenplay Sidney_Buchman @screenplay Holiday starring Katharine_Hepburn"	7.069574
11	"Cary_Grant @starring The_Awful_Truth writer Sidney_Buchman @screenplay Holiday starring Katharine_Hepburn"	7.069574
12	"Cary_Grant @starring The_Awful_Truth screenplay Sidney_Buchman @writer Holiday starring Katharine_Hepburn"	7.069574
13	"Cary_Grant @starring The_Awful_Truth writer Sidney_Buchman @writer Holiday starring Katharine_Hepburn"	7.069574
14	"Cary_Grant @starring An_Affair_to_Remember screenplay Donald_Ogden_Stewart @screenplay Holiday starring Katharine_Hepburn"	7.06876
15	"Cary_Grant @starring An_Affair_to_Remember screenplay Donald_Ogden_Stewart @writer Holiday starring Katharine_Hepburn"	7.06876
16	"Cary_Grant @starring An_Affair_to_Remember writer Donald_Ogden_Stewart @screenplay Holiday starring Katharine_Hepburn"	7.06876
17	"Cary_Grant @starring An_Affair_to_Remember writer Donald_Ogden_Stewart @writer Holiday starring Katharine_Hepburn"	7.06876
